id	name_id	event_type	requested_by	requestor_comment	request_date	status	processed_by	processor_comment	process_date	name_category_id	name_code	name_description	version
205		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PHDn	Phase detector; optionally, n is the phase detector number (baseline range 1 - 8)	0
206		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PI	Pressure Indicator	0
207		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PIS	Plasma Ion Source	0
208		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PIV	Pump Isolation Valve	0
209		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PLC	Programmable Logic Controller	0
210		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PLT	Plate	0
211		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PM	Beam Profile Monitor (other than a wire scanner)	0
212		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PMH	Beam Profile Monitor, Horizontal	0
213		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PMP	Pump	0
214		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PMT	Photo Multiplier Tube	0
215		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PMV	Beam Profile Monitor, Vertical	0
216		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PORT	Port (e.g. for diagnostics)	0
217		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PRV	Pressure Reducing Valve (steam) or Pressure Regulating Valve (hydronic)	0
218		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSAn	Power Supply, Anode, n (optional) is the PS number	0
219		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSBn	Power Supply, Bias, n (optional) is the PS number	0
220		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSCn	Power Supply, Corrector; n (optional) is the PS number	0
221		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSDn	Power Supply,Dipole; n (optional) is the PS number	0
222		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSEn	Power Supply, Exit, n (optional) is the PS number	0
223		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSGn	Power Supply, Grid, n (optional) is the PS number	0
224		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSH	Pressure Switch, High	0
225		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSL	Pressure Switch, Low	0
226		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSMn	Power Supply, MCP, n (optional) is the PS number	0
227		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSn	Power Supply,n (optional) is the PS number	0
228		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSO	Power Supply, Octupole	0
229		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSOL	Power Supply, Solenoid	0
230		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSPn	Power Supply, Phosphorous, n (optional) is the PS number	0
231		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSQn	Power Supply, Quadrupole; if more than 1 PS, n is the PS number	0
232		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSRn	Power Supply, Repeller Bias, n (optional) is the PS number	0
233		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSSn	Power Supply, Sextupole; if more than 1 PS, n is the PS number	0
234		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSV	Pressure Safety Valve	0
235		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSWn	Power Supply, Wire, n (optional) is the PS number	0
236		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PSXn	Power Supply, Miscellaneous type	0
237		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PT	Pressure Transducer	0
238		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	PTA	Production Target	0
239		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	Q	Quadrupole magnet	0
240		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QE	Quadrupole, Electrostatic	0
241		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QH	Quadrupole magnet, horizontal	0
242		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QHE	Quadrupole, horizontal, electrostatic	0
243		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QS	Quadrupole magnet, skew	0
244		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QSH	Quadrupole magnet, skew, horizontal	0
245		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QSV	Quadrupole magnet, skew, vertical	0
246		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QV	Quadrupole magnet, vertical	0
247		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	QVE	Quadrupole, vertical, electrostatic	0
248		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RACC	Remote Air-Cooled Condenser	0
249		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RAF	Return Air Fan	0
250		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RAV	Return Air Variable Air Volume (VAV) box	0
251		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RB	Roots Blower vacuum pump	0
252		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	REG	Regulator	0
253		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	REX	Request to Exit	0
254		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RF	Radio frequency (amplifier, etc)	0
255		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RFIG	rf ion guide/beam cooler	0
256		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RGA	Residual gas analyzer	0
257		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RHC	Hot Water Reheat Coil	0
258		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RLMS	Refrigerant Leak Monitoring System	0
259		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RM	Radiation Monitor	0
260		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RPG	Rough Vacuum Pirani Gauge	0
261		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RSM	Remote Servo Manipulator (master and slave; part of RSMS)	0
262		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RTB	Remote Transport Bridge (part of RSMS)	0
263		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RV	Roughing valve	0
264		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	RVP	Rotary Vane vacuum Pump	0
265		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	S	Sextupole	0
266		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SAF	Supply Air Fan	0
267		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SAV	Supply Air Variable Air Volume (VAV) box	0
268		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SBS	Substation	0
269		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SC	Speed controller	0
270		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SCRN	Screen	0
271		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SCRP	Scraper	0
272		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SD	Smoke Detector	0
273		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SDET	Silicon Detector, i.e. PIPS or SSB	0
274		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SDP	Screw Drive vacuum Pump	0
275		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SF	Shot Feeder (for chemical treatment)	0
276		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SGV	Sector gate valve	0
277		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SH	Sextupole, Horizontal	0
278		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SHLD	Shield	0
279		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SKH	Sprinkler Head	0
280		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLB	Slit, Bottom Drive	0
281		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLH	Slit, Horizontal (used for beam selection in the horizontal plane)	0
282		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLL	Slit, Left Drive	0
283		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLR	Slit, Right Drive	0
284		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLT	Slit, Top Drive	0
285		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SLV	Slit, Vertical (used for beam selection in the vertical plane)	0
286		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SM	Stand Monument	0
287		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SMP	Sump Pump	0
288		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SOFT	Water Softener	0
289		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SOLn	Solenoid (within cryomodule), n is the solenoid number (baseline range 1 - 3)	0
290		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SOLR	Solenoid (beam line Room temperature solenoid)	0
291		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SOLS	Solenoid (beam line Superconducting solenoid)	0
292		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SOLV	Solenoid Valve	0
293		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SP	Storm Piping	0
294		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SPU	Sprinkler Pump Unit	0
295		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SPX	Speed expander	0
296		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SRP	Scroll vacuum pump	0
297		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SRV	Safety Relief Valve	0
298		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SSH	Sextupole, Skew, Horizontal	0
299		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SSV	Sextupole, Skew, Vertical	0
300		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	STP	Steam Piping	0
301		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	STRN	Strainer	0
302		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	STT	Steam Trap	0
303		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SV	Sextupole, Vertical	0
304		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SWCH	Switch	0
305		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	SWP	Sanitary Waste Piping	0
306		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TCG	Thermal Conductivity Gage	0
307		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TDV	Triple Duty Valve	0
308		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TE	Temperature Element	0
309		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TEL	Telephone	0
310		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TGV	Turbo Gate Valve	0
311		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	THE	Humidity Sensor	0
312		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TI	Temperature Indicator	0
313		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TID	Timing Detector with Silicon Detector	0
314		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TIS	Thermal Ion Source	0
315		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TLn	Target Ladder, n is if there are a number of TL at a position	0
316		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TLT	Toilet	0
317		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TMK	Tune Monitor Kicker	0
318		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TMP	Turbo Molecular Pump	0
319		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TMPC	Turbo Pump Controller	0
320		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TMPS	Turbo Molecular Pump Station	0
321		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TNK	Tanks, receivers	0
322		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TRHx	Automatic Transfer Switch 480Y/277V Systems, x: (O=Optional Standby, L=Legally Required, E=Emergency)	0
323		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TRLx	Automatic Transfer Switch 208Y/120V Systems, x: (O=Optional Standby, L=Legally Required, E=Emergency)	0
324		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TRS	Transfer Switch	0
325		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TS	Temperature Switch	0
326		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TSP	Titanium Sublimation Pump	0
327		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TT	Temperature Transmitter	0
328		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TUN	rf Tuner	0
329		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TUR	Turbine	0
330		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TWR	Tower	0
331		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	TWV	Three Way Valve	0
332		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	UH	Unit Heater	0
333		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	UVST	Ultraviolet Sterilizer	0
334		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VD	View Detector	0
335		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VFC	Variable Frequency Motor Controller	0
336		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VFD	Variable Frequency Drive	0
337		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VFM	Video Foil Monitor	0
338		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VLT	Vault	0
339		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VLV	Valve	0
340		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VRC	Variac (filament variable transformer)	0
341		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VS	Vibration Switch	0
342		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VSL	Vessel	0
343		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	VV	Vent Valve	0
344		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WCD	Wire & Cylinder Detector	0
345		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WCM	Wall Current Monitor	0
346		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WED	Wedge Energy Degrader	0
347		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WF	Wien Filter	0
348		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WM	Wall monument	0
349		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WS	Wire Scanner	0
350		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WSH	Wire Scanner, H	0
351		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WSV	Wire Scanner, V	0
352		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	WVG	Waveguide	0
353		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	XV	Exit valve	0
354		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	Y	Relay	0
355		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	device-type	Z	Driver, Actuator	0
356		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	BOOK	Book value of setpoint	0
357		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	CMD	Command (generally binary)	0
358		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	CSET	Command Setpoint	0
359		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	DESC	Description, i.e. POS_DESC_2, containing string “Wedge” see Target Ladder example further below	0
360		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	IMG	Image	0
361		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	RCMD	Command Readback	0
362		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	RD	Readout	0
363		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	RSET	Setpoint Readback	0
364		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-domain	RSTS	Status	0
365		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-suffix	IP	IP Address	0
366		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-suffix	n	Number 1-x suffix in case of multiples	0
367		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-suffix	UNSC	Unscaled (Raw Voltage)	0
368		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	A	Mass Number	0
369		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ACC	Acceleration	0
370		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	AH	Aperture, H	0
371		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ANG	Angle	0
372		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	APRT	Aperture	0
373		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ATDB	ATPS Deadband	0
374		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ATPS	At position Indicator	0
375		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	AUX	Auxiliary	0
376		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	AV	Aperture, V	0
377		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	AVGI	Average Index	0
378		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	AXtn	CF Fault Status/Alarm (t=type of alarm (critical=1 or maintenance=2); n-level of alarm – to be defined later	0
379		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	B	Field	0
380		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	BC	Beam Current	0
381		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CAL	Calibrate	0
382		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CERR	Calibration Error	0
383		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CI	Speed Control	0
384		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CLK	Clock	0
385		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CLS	Close	0
386		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CMD	Command	0
387		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CNC	Concentration	0
388		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CND	Conductivity	0
389		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CNT	Count (e.g. on a detector)	0
390		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CSR	Current Sensing Relay – Status/Proof	0
391		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CTL	Control	0
392		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	CTPR	Counts Per Revolution	0
393		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	DC	Damper Control (output only)	0
394		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	DEVS	Device Status Word	0
395		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	DP	Differential Pressure	0
396		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	DSBL	Disable	0
397		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	DSTO	Auto-Disable Timeout	0
398		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	EN	Enable	0
399		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENCL	Enable Closed	0
400		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENIN	Enable In	0
401		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENNEG	Enable Negative	0
402		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENOP	Enable Open	0
403		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENOUT	Enable Out	0
404		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ENPOS	Enable Positive	0
405		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ERR	Error	0
406		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ES	End Switch	0
407		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	F	Flow (analog or digital)	0
408		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FLSC	Fullscale	0
409		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FLT	Fault	0
